"GroupID","Param","Value","GroupLevel"
"0X787","site_status","Active","Site"
"0X787","City","Foster City","Site"
"0X787","State","CA","Site"
"0X787","Country","US","Site"
"0X787","site_active_dt","2012-02-01","Site"
"0X4541","studyid","AA-AA-000-0000","Site"
"0X4541","invid","0X4541","Site"
"0X4541","InvestigatorFirstName","Fred","Site"
"0X4541","InvestigatorLastName","Deer","Site"
"0X4541","site_status","Active","Site"
"0X4541","City","Foster City","Site"
"0X4541","State","CA","Site"
"0X4541","Country","US","Site"
"0X4541","site_active_dt","2012-02-01","Site"
"0X8631","studyid","AA-AA-000-0000","Site"
"0X8631","invid","0X8631","Site"
"0X8631","InvestigatorFirstName","John","Site"
"0X8631","InvestigatorLastName","Doe","Site"
"0X8631","site_status","Active","Site"
"0X8631","City","Newtown Square","Site"
"0X8631","State","PA","Site"
"0X8631","Country","US","Site"
"0X8631","site_active_dt","2012-02-01","Site"
"0X7619","studyid","AA-AA-000-0000","Site"
"0X7619","invid","0X7619","Site"
"0X7619","InvestigatorFirstName","John","Site"
"0X7619","InvestigatorLastName","Smith","Site"
"0X7619","site_status","Active","Site"
"0X7619","City","London","Site"
"0X7619","State","Greater London","Site"
"0X7619","Country","UK","Site"
"0X7619","site_active_dt","2012-02-01","Site"
"0X1321","studyid","AA-AA-000-0000","Site"
"0X1321","invid","0X1321","Site"
"0X1321","InvestigatorFirstName","Fred","Site"
"0X1321","InvestigatorLastName","Deer","Site"
"0X1321","site_status","Active","Site"
"0X1321","City","London","Site"
"0X1321","State","Greater London","Site"
"0X1321","Country","UK","Site"
"0X1321","site_active_dt","2012-02-01","Site"
"0X8953","studyid","AA-AA-000-0000","Site"
"0X8953","invid","0X8953","Site"
"0X8953","InvestigatorFirstName","Fred","Site"
"0X8953","InvestigatorLastName","Doe","Site"
"0X8953","site_status","Active","Site"
"0X8953","City","Tokyo","Site"
"0X8953","State","Kanto","Site"
"0X8953","Country","Japan","Site"
"0X8953","site_active_dt","2012-02-01","Site"
"0X4486","studyid","AA-AA-000-0000","Site"
"0X4486","invid","0X4486","Site"
"0X4486","InvestigatorFirstName","Joanne","Site"
"0X4486","InvestigatorLastName","Doe","Site"
"0X4486","site_status","Active","Site"
"0X4486","City","Tokyo","Site"
"0X4486","State","Kanto","Site"
"0X4486","Country","Japan","Site"
"0X4486","site_active_dt","2012-02-01","Site"
"0X7155","studyid","AA-AA-000-0000","Site"
"0X7155","invid","0X7155","Site"
"0X7155","InvestigatorFirstName","John","Site"
"0X7155","InvestigatorLastName","Doe","Site"
"0X7155","site_status","Active","Site"
"0X7155","City","Kumamoto","Site"
"0X7155","State","Kumamoto Prefecture","Site"
"0X7155","Country","Japan","Site"
"0X7155","site_active_dt","2012-02-01","Site"
"0X4056","studyid","AA-AA-000-0000","Site"
"0X4056","invid","0X4056","Site"
"0X4056","InvestigatorFirstName","Joanne","Site"
"0X4056","InvestigatorLastName","Doe","Site"
"0X4056","site_status","Active","Site"
"0X4056","City","Newtown Square","Site"
"0X4056","State","PA","Site"
"0X4056","Country","US","Site"
"0X4056","site_active_dt","2012-02-01","Site"
"0X3848","studyid","AA-AA-000-0000","Site"
"0X3848","invid","0X3848","Site"
"0X3848","InvestigatorFirstName","Fred","Site"
"0X3848","InvestigatorLastName","Smith","Site"
"0X3848","site_status","Active","Site"
"0X3848","City","Kumamoto","Site"
"0X3848","State","Kumamoto Prefecture","Site"
"0X3848","Country","Japan","Site"
"0X3848","site_active_dt","2012-02-01","Site"
"0X5497","studyid","AA-AA-000-0000","Site"
"0X5497","invid","0X5497","Site"
"0X5497","InvestigatorFirstName","Fred","Site"
"0X5497","InvestigatorLastName","Doe","Site"
"0X5497","site_status","Active","Site"
"0X5497","City","Newtown Square","Site"
"0X5497","State","PA","Site"
"0X5497","Country","US","Site"
"0X5497","site_active_dt","2012-02-01","Site"
"0X7514","studyid","AA-AA-000-0000","Site"
"0X7514","invid","0X7514","Site"
"0X7514","InvestigatorFirstName","John","Site"
"0X7514","InvestigatorLastName","Deer","Site"
"0X7514","site_status","Active","Site"
"0X7514","City","London","Site"
"0X7514","State","Greater London","Site"
"0X7514","Country","UK","Site"
"0X7514","site_active_dt","2012-02-01","Site"
"0X7815","studyid","AA-AA-000-0000","Site"
"0X7815","invid","0X7815","Site"
"0X7815","InvestigatorFirstName","Fred","Site"
"0X7815","InvestigatorLastName","Deer","Site"
"0X7815","site_status","Active","Site"
"0X7815","City","Foster City","Site"
"0X7815","State","CA","Site"
"0X7815","Country","US","Site"
"0X7815","site_active_dt","2012-02-01","Site"
"0X6605","studyid","AA-AA-000-0000","Site"
"0X6605","invid","0X6605","Site"
"0X6605","InvestigatorFirstName","Fred","Site"
"0X6605","InvestigatorLastName","Deer","Site"
"0X6605","site_status","Active","Site"
"0X6605","City","London","Site"
"0X6605","State","Greater London","Site"
"0X6605","Country","UK","Site"
"0X6605","site_active_dt","2012-02-01","Site"
"0X6369","studyid","AA-AA-000-0000","Site"
"0X6369","invid","0X6369","Site"
"0X6369","InvestigatorFirstName","Fred","Site"
"0X6369","InvestigatorLastName","Doe","Site"
"0X6369","site_status","Active","Site"
"0X6369","City","Milton Keynes","Site"
"0X6369","State","Buckinghamshire","Site"
"0X6369","Country","UK","Site"
"0X6369","site_active_dt","2012-02-01","Site"
"0X3973","studyid","AA-AA-000-0000","Site"
"0X3973","invid","0X3973","Site"
"0X3973","InvestigatorFirstName","Joanne","Site"
"0X3973","InvestigatorLastName","Doe","Site"
"0X3973","site_status","Active","Site"
"0X3973","City","Kumamoto","Site"
"0X3973","State","Kumamoto Prefecture","Site"
"0X3973","Country","Japan","Site"
"0X3973","site_active_dt","2012-02-01","Site"
"0X187","studyid","AA-AA-000-0000","Site"
"0X187","invid","0X187","Site"
"0X187","InvestigatorFirstName","Fred","Site"
"0X187","InvestigatorLastName","Smith","Site"
"0X187","site_status","Active","Site"
"0X187","City","Milton Keynes","Site"
"0X187","State","Buckinghamshire","Site"
"0X187","Country","UK","Site"
"0X187","site_active_dt","2012-02-01","Site"
"0X2370","studyid","AA-AA-000-0000","Site"
"0X2370","invid","0X2370","Site"
"0X2370","InvestigatorFirstName","John","Site"
"0X2370","InvestigatorLastName","Deer","Site"
"0X2370","site_status","Active","Site"
"0X2370","City","Newtown Square","Site"
"0X2370","State","PA","Site"
"0X2370","Country","US","Site"
"0X2370","site_active_dt","2012-02-01","Site"
"0X4028","studyid","AA-AA-000-0000","Site"
"0X4028","invid","0X4028","Site"
"0X4028","InvestigatorFirstName","Joanne","Site"
"0X4028","InvestigatorLastName","Doe","Site"
"0X4028","site_status","Active","Site"
"0X4028","City","Milton Keynes","Site"
"0X4028","State","Buckinghamshire","Site"
"0X4028","Country","UK","Site"
"0X4028","site_active_dt","2012-02-01","Site"
"0X4440","studyid","AA-AA-000-0000","Site"
"0X4440","invid","0X4440","Site"
"0X4440","InvestigatorFirstName","John","Site"
"0X4440","InvestigatorLastName","Doe","Site"
"0X4440","site_status","Active","Site"
"0X4440","City","Milton Keynes","Site"
"0X4440","State","Buckinghamshire","Site"
"0X4440","Country","UK","Site"
"0X4440","site_active_dt","2012-02-01","Site"
"0X6304","studyid","AA-AA-000-0000","Site"
"0X6304","invid","0X6304","Site"
"0X6304","InvestigatorFirstName","John","Site"
"0X6304","InvestigatorLastName","Smith","Site"
"0X6304","site_status","Active","Site"
"0X6304","City","Newtown Square","Site"
"0X6304","State","PA","Site"
"0X6304","Country","US","Site"
"0X6304","site_active_dt","2012-02-01","Site"
"0X2970","studyid","AA-AA-000-0000","Site"
"0X2970","invid","0X2970","Site"
"0X2970","InvestigatorFirstName","Fred","Site"
"0X2970","InvestigatorLastName","Deer","Site"
"0X2970","site_status","Active","Site"
"0X2970","City","Kumamoto","Site"
"0X2970","State","Kumamoto Prefecture","Site"
"0X2970","Country","Japan","Site"
"0X2970","site_active_dt","2012-02-01","Site"
"0X9871","studyid","AA-AA-000-0000","Site"
"0X9871","invid","0X9871","Site"
"0X9871","InvestigatorFirstName","Joanne","Site"
"0X9871","InvestigatorLastName","Deer","Site"
"0X9871","site_status","Active","Site"
"0X9871","City","Newtown Square","Site"
"0X9871","State","PA","Site"
"0X9871","Country","US","Site"
"0X9871","site_active_dt","2012-02-01","Site"
"0X9568","studyid","AA-AA-000-0000","Site"
"0X9568","invid","0X9568","Site"
"0X9568","InvestigatorFirstName","Joanne","Site"
"0X9568","InvestigatorLastName","Smith","Site"
"0X9568","site_status","Active","Site"
"0X9568","City","Milton Keynes","Site"
"0X9568","State","Buckinghamshire","Site"
"0X9568","Country","UK","Site"
"0X9568","site_active_dt","2012-02-01","Site"
"0X1759","studyid","AA-AA-000-0000","Site"
"0X1759","invid","0X1759","Site"
"0X1759","InvestigatorFirstName","Fred","Site"
"0X1759","InvestigatorLastName","Deer","Site"
"0X1759","site_status","Active","Site"
"0X1759","City","Tokyo","Site"
"0X1759","State","Kanto","Site"
"0X1759","Country","Japan","Site"
"0X1759","site_active_dt","2012-03-01","Site"
"0X6326","studyid","AA-AA-000-0000","Site"
"0X6326","invid","0X6326","Site"
"0X6326","InvestigatorFirstName","John","Site"
"0X6326","InvestigatorLastName","Doe","Site"
"0X6326","site_status","Active","Site"
"0X6326","City","Newtown Square","Site"
"0X6326","State","PA","Site"
"0X6326","Country","US","Site"
"0X6326","site_active_dt","2012-03-01","Site"
"0X6865","studyid","AA-AA-000-0000","Site"
"0X6865","invid","0X6865","Site"
"0X6865","InvestigatorFirstName","John","Site"
"0X6865","InvestigatorLastName","Smith","Site"
"0X6865","site_status","Active","Site"
"0X6865","City","Tokyo","Site"
"0X6865","State","Kanto","Site"
"0X6865","Country","Japan","Site"
"0X6865","site_active_dt","2012-03-01","Site"
"0X3338","studyid","AA-AA-000-0000","Site"
"0X3338","invid","0X3338","Site"
"0X3338","InvestigatorFirstName","Joanne","Site"
"0X3338","InvestigatorLastName","Smith","Site"
"0X3338","site_status","Active","Site"
"0X3338","City","London","Site"
"0X3338","State","Greater London","Site"
"0X3338","Country","UK","Site"
"0X3338","site_active_dt","2012-03-01","Site"
"0X3601","studyid","AA-AA-000-0000","Site"
"0X3601","invid","0X3601","Site"
"0X3601","InvestigatorFirstName","John","Site"
"0X3601","InvestigatorLastName","Doe","Site"
"0X3601","site_status","Active","Site"
"0X3601","City","Foster City","Site"
"0X3601","State","CA","Site"
"0X3601","Country","US","Site"
"0X3601","site_active_dt","2012-03-01","Site"
"0X8753","studyid","AA-AA-000-0000","Site"
"0X8753","invid","0X8753","Site"
"0X8753","InvestigatorFirstName","Fred","Site"
"0X8753","InvestigatorLastName","Doe","Site"
"0X8753","site_status","Active","Site"
"0X8753","City","Milton Keynes","Site"
"0X8753","State","Buckinghamshire","Site"
"0X8753","Country","UK","Site"
"0X8753","site_active_dt","2012-03-01","Site"
"0X6829","studyid","AA-AA-000-0000","Site"
"0X6829","invid","0X6829","Site"
"0X6829","InvestigatorFirstName","Joanne","Site"
"0X6829","InvestigatorLastName","Deer","Site"
"0X6829","site_status","Active","Site"
"0X6829","City","Kumamoto","Site"
"0X6829","State","Kumamoto Prefecture","Site"
"0X6829","Country","Japan","Site"
"0X6829","site_active_dt","2012-03-01","Site"
"0X2558","studyid","AA-AA-000-0000","Site"
"0X2558","invid","0X2558","Site"
"0X2558","InvestigatorFirstName","Fred","Site"
"0X2558","InvestigatorLastName","Smith","Site"
"0X2558","site_status","Active","Site"
"0X2558","City","Kumamoto","Site"
"0X2558","State","Kumamoto Prefecture","Site"
"0X2558","Country","Japan","Site"
"0X2558","site_active_dt","2012-03-01","Site"
"0X9404","studyid","AA-AA-000-0000","Site"
"0X9404","invid","0X9404","Site"
"0X9404","InvestigatorFirstName","John","Site"
"0X9404","InvestigatorLastName","Doe","Site"
"0X9404","site_status","Active","Site"
"0X9404","City","Foster City","Site"
"0X9404","State","CA","Site"
"0X9404","Country","US","Site"
"0X9404","site_active_dt","2012-03-01","Site"
"0X2787","studyid","AA-AA-000-0000","Site"
"0X2787","invid","0X2787","Site"
"0X2787","InvestigatorFirstName","Joanne","Site"
"0X2787","InvestigatorLastName","Smith","Site"
"0X2787","site_status","Active","Site"
"0X2787","City","Milton Keynes","Site"
"0X2787","State","Buckinghamshire","Site"
"0X2787","Country","UK","Site"
"0X2787","site_active_dt","2012-03-01","Site"
"0X8274","studyid","AA-AA-000-0000","Site"
"0X8274","invid","0X8274","Site"
"0X8274","InvestigatorFirstName","John","Site"
"0X8274","InvestigatorLastName","Smith","Site"
"0X8274","site_status","Active","Site"
"0X8274","City","Kumamoto","Site"
"0X8274","State","Kumamoto Prefecture","Site"
"0X8274","Country","Japan","Site"
"0X8274","site_active_dt","2012-03-01","Site"
"0X7892","studyid","AA-AA-000-0000","Site"
"0X7892","invid","0X7892","Site"
"0X7892","InvestigatorFirstName","Joanne","Site"
"0X7892","InvestigatorLastName","Deer","Site"
"0X7892","site_status","Active","Site"
"0X7892","City","Tokyo","Site"
"0X7892","State","Kanto","Site"
"0X7892","Country","Japan","Site"
"0X7892","site_active_dt","2012-03-01","Site"
"0X004","studyid","AA-AA-000-0000","Site"
"0X004","invid","0X004","Site"
"0X004","InvestigatorFirstName","John","Site"
"0X004","InvestigatorLastName","Smith","Site"
"0X004","site_status","Active","Site"
"0X004","City","Milton Keynes","Site"
"0X004","State","Buckinghamshire","Site"
"0X004","Country","UK","Site"
"0X004","site_active_dt","2012-03-01","Site"
"0X6637","studyid","AA-AA-000-0000","Site"
"0X6637","invid","0X6637","Site"
"0X6637","InvestigatorFirstName","Fred","Site"
"0X6637","InvestigatorLastName","Deer","Site"
"0X6637","site_status","Active","Site"
"0X6637","City","Milton Keynes","Site"
"0X6637","State","Buckinghamshire","Site"
"0X6637","Country","UK","Site"
"0X6637","site_active_dt","2012-03-01","Site"
"0X1573","studyid","AA-AA-000-0000","Site"
"0X1573","invid","0X1573","Site"
"0X1573","InvestigatorFirstName","Fred","Site"
"0X1573","InvestigatorLastName","Doe","Site"
"0X1573","site_status","Active","Site"
"0X1573","City","Newtown Square","Site"
"0X1573","State","PA","Site"
"0X1573","Country","US","Site"
"0X1573","site_active_dt","2012-03-01","Site"
"0X7475","studyid","AA-AA-000-0000","Site"
"0X7475","invid","0X7475","Site"
"0X7475","InvestigatorFirstName","Joanne","Site"
"0X7475","InvestigatorLastName","Smith","Site"
"0X7475","site_status","Active","Site"
"0X7475","City","Milton Keynes","Site"
"0X7475","State","Buckinghamshire","Site"
"0X7475","Country","UK","Site"
"0X7475","site_active_dt","2012-03-01","Site"
"0X4587","studyid","AA-AA-000-0000","Site"
"0X4587","invid","0X4587","Site"
"0X4587","InvestigatorFirstName","John","Site"
"0X4587","InvestigatorLastName","Doe","Site"
"0X4587","site_status","Active","Site"
"0X4587","City","London","Site"
"0X4587","State","Greater London","Site"
"0X4587","Country","UK","Site"
"0X4587","site_active_dt","2012-03-01","Site"
"0X7324","studyid","AA-AA-000-0000","Site"
"0X7324","invid","0X7324","Site"
"0X7324","InvestigatorFirstName","Joanne","Site"
"0X7324","InvestigatorLastName","Doe","Site"
"0X7324","site_status","Active","Site"
"0X7324","City","Tokyo","Site"
"0X7324","State","Kanto","Site"
"0X7324","Country","Japan","Site"
"0X7324","site_active_dt","2012-03-01","Site"
"0X8244","studyid","AA-AA-000-0000","Site"
"0X8244","invid","0X8244","Site"
"0X8244","InvestigatorFirstName","Fred","Site"
"0X8244","InvestigatorLastName","Smith","Site"
"0X8244","site_status","Active","Site"
"0X8244","City","Kumamoto","Site"
"0X8244","State","Kumamoto Prefecture","Site"
"0X8244","Country","Japan","Site"
"0X8244","site_active_dt","2012-03-01","Site"
"0X4338","studyid","AA-AA-000-0000","Site"
"0X4338","invid","0X4338","Site"
"0X4338","InvestigatorFirstName","Joanne","Site"
"0X4338","InvestigatorLastName","Doe","Site"
"0X4338","site_status","Active","Site"
"0X4338","City","Foster City","Site"
"0X4338","State","CA","Site"
"0X4338","Country","US","Site"
"0X4338","site_active_dt","2012-03-01","Site"
"0X6253","studyid","AA-AA-000-0000","Site"
"0X6253","invid","0X6253","Site"
"0X6253","InvestigatorFirstName","John","Site"
"0X6253","InvestigatorLastName","Deer","Site"
"0X6253","site_status","Active","Site"
"0X6253","City","Foster City","Site"
"0X6253","State","CA","Site"
"0X6253","Country","US","Site"
"0X6253","site_active_dt","2012-03-01","Site"
"0X5739","studyid","AA-AA-000-0000","Site"
"0X5739","invid","0X5739","Site"
"0X5739","InvestigatorFirstName","John","Site"
"0X5739","InvestigatorLastName","Deer","Site"
"0X5739","site_status","Active","Site"
"0X5739","City","Milton Keynes","Site"
"0X5739","State","Buckinghamshire","Site"
"0X5739","Country","UK","Site"
"0X5739","site_active_dt","2012-03-01","Site"
"0X3636","studyid","AA-AA-000-0000","Site"
"0X3636","invid","0X3636","Site"
"0X3636","InvestigatorFirstName","Joanne","Site"
"0X3636","InvestigatorLastName","Doe","Site"
"0X3636","site_status","Active","Site"
"0X3636","City","London","Site"
"0X3636","State","Greater London","Site"
"0X3636","Country","UK","Site"
"0X3636","site_active_dt","2012-03-01","Site"
"0X4254","studyid","AA-AA-000-0000","Site"
"0X4254","invid","0X4254","Site"
"0X4254","InvestigatorFirstName","Joanne","Site"
"0X4254","InvestigatorLastName","Doe","Site"
"0X4254","site_status","Active","Site"
"0X4254","City","Tokyo","Site"
"0X4254","State","Kanto","Site"
"0X4254","Country","Japan","Site"
"0X4254","site_active_dt","2012-03-01","Site"
"0X8387","studyid","AA-AA-000-0000","Site"
"0X8387","invid","0X8387","Site"
"0X8387","InvestigatorFirstName","Fred","Site"
"0X8387","InvestigatorLastName","Deer","Site"
"0X8387","site_status","Active","Site"
"0X8387","City","Tokyo","Site"
"0X8387","State","Kanto","Site"
"0X8387","Country","Japan","Site"
"0X8387","site_active_dt","2012-03-01","Site"
"0X7883","studyid","AA-AA-000-0000","Site"
"0X7883","invid","0X7883","Site"
"0X7883","InvestigatorFirstName","Fred","Site"
"0X7883","InvestigatorLastName","Smith","Site"
"0X7883","site_status","Active","Site"
"0X7883","City","Tokyo","Site"
"0X7883","State","Kanto","Site"
"0X7883","Country","Japan","Site"
"0X7883","site_active_dt","2012-03-01","Site"
"0X785","studyid","AA-AA-000-0000","Site"
"0X785","invid","0X785","Site"
"0X785","InvestigatorFirstName","John","Site"
"0X785","InvestigatorLastName","Doe","Site"
"0X785","site_status","Active","Site"
"0X785","City","London","Site"
"0X785","State","Greater London","Site"
"0X785","Country","UK","Site"
"0X785","site_active_dt","2012-03-01","Site"
"0X8098","studyid","AA-AA-000-0000","Site"
"0X8098","invid","0X8098","Site"
"0X8098","InvestigatorFirstName","Joanne","Site"
"0X8098","InvestigatorLastName","Deer","Site"
"0X8098","site_status","Active","Site"
"0X8098","City","London","Site"
"0X8098","State","Greater London","Site"
"0X8098","Country","UK","Site"
"0X8098","site_active_dt","2012-03-01","Site"
"0X7523","studyid","AA-AA-000-0000","Site"
"0X7523","invid","0X7523","Site"
"0X7523","InvestigatorFirstName","John","Site"
"0X7523","InvestigatorLastName","Deer","Site"
"0X7523","site_status","Active","Site"
"0X7523","City","Kumamoto","Site"
"0X7523","State","Kumamoto Prefecture","Site"
"0X7523","Country","Japan","Site"
"0X7523","site_active_dt","2012-03-01","Site"
"0X263","studyid","AA-AA-000-0000","Site"
"0X263","invid","0X263","Site"
"0X263","InvestigatorFirstName","John","Site"
"0X263","InvestigatorLastName","Doe","Site"
"0X263","site_status","Active","Site"
"0X263","City","Milton Keynes","Site"
"0X263","State","Buckinghamshire","Site"
"0X263","Country","UK","Site"
"0X263","site_active_dt","2012-03-01","Site"
"0X2855","studyid","AA-AA-000-0000","Site"
"0X2855","invid","0X2855","Site"
"0X2855","InvestigatorFirstName","Fred","Site"
"0X2855","InvestigatorLastName","Smith","Site"
"0X2855","site_status","Active","Site"
"0X2855","City","Newtown Square","Site"
"0X2855","State","PA","Site"
"0X2855","Country","US","Site"
"0X2855","site_active_dt","2012-03-01","Site"
"0X6905","studyid","AA-AA-000-0000","Site"
"0X6905","invid","0X6905","Site"
"0X6905","InvestigatorFirstName","Fred","Site"
"0X6905","InvestigatorLastName","Doe","Site"
"0X6905","site_status","Active","Site"
"0X6905","City","Foster City","Site"
"0X6905","State","CA","Site"
"0X6905","Country","US","Site"
"0X6905","site_active_dt","2012-03-01","Site"
"0X2106","studyid","AA-AA-000-0000","Site"
"0X2106","invid","0X2106","Site"
"0X2106","InvestigatorFirstName","Fred","Site"
"0X2106","InvestigatorLastName","Deer","Site"
"0X2106","site_status","Active","Site"
"0X2106","City","Kumamoto","Site"
"0X2106","State","Kumamoto Prefecture","Site"
"0X2106","Country","Japan","Site"
"0X2106","site_active_dt","2012-03-01","Site"
"0X8327","studyid","AA-AA-000-0000","Site"
"0X8327","invid","0X8327","Site"
"0X8327","InvestigatorFirstName","Joanne","Site"
"0X8327","InvestigatorLastName","Doe","Site"
"0X8327","site_status","Active","Site"
"0X8327","City","Kumamoto","Site"
"0X8327","State","Kumamoto Prefecture","Site"
"0X8327","Country","Japan","Site"
"0X8327","site_active_dt","2012-03-01","Site"
"0X3301","studyid","AA-AA-000-0000","Site"
"0X3301","invid","0X3301","Site"
"0X3301","InvestigatorFirstName","Fred","Site"
"0X3301","InvestigatorLastName","Deer","Site"
"0X3301","site_status","Active","Site"
"0X3301","City","Milton Keynes","Site"
"0X3301","State","Buckinghamshire","Site"
"0X3301","Country","UK","Site"
"0X3301","site_active_dt","2012-03-01","Site"
"0X7589","studyid","AA-AA-000-0000","Site"
"0X7589","invid","0X7589","Site"
"0X7589","InvestigatorFirstName","Joanne","Site"
"0X7589","InvestigatorLastName","Smith","Site"
"0X7589","site_status","Active","Site"
"0X7589","City","Foster City","Site"
"0X7589","State","CA","Site"
"0X7589","Country","US","Site"
"0X7589","site_active_dt","2012-03-01","Site"
"0X2761","studyid","AA-AA-000-0000","Site"
"0X2761","invid","0X2761","Site"
"0X2761","InvestigatorFirstName","Fred","Site"
"0X2761","InvestigatorLastName","Doe","Site"
"0X2761","site_status","Active","Site"
"0X2761","City","Foster City","Site"
"0X2761","State","CA","Site"
"0X2761","Country","US","Site"
"0X2761","site_active_dt","2012-03-01","Site"
"0X2113","studyid","AA-AA-000-0000","Site"
"0X2113","invid","0X2113","Site"
"0X2113","InvestigatorFirstName","Fred","Site"
"0X2113","InvestigatorLastName","Smith","Site"
"0X2113","site_status","Active","Site"
"0X2113","City","Tokyo","Site"
"0X2113","State","Kanto","Site"
"0X2113","Country","Japan","Site"
"0X2113","site_active_dt","2012-03-01","Site"
"0X7424","studyid","AA-AA-000-0000","Site"
"0X7424","invid","0X7424","Site"
"0X7424","InvestigatorFirstName","Joanne","Site"
"0X7424","InvestigatorLastName","Doe","Site"
"0X7424","site_status","Active","Site"
"0X7424","City","Foster City","Site"
"0X7424","State","CA","Site"
"0X7424","Country","US","Site"
"0X7424","site_active_dt","2012-03-01","Site"
"0X4493","studyid","AA-AA-000-0000","Site"
"0X4493","invid","0X4493","Site"
"0X4493","InvestigatorFirstName","Joanne","Site"
"0X4493","InvestigatorLastName","Deer","Site"
"0X4493","site_status","Active","Site"
"0X4493","City","Newtown Square","Site"
"0X4493","State","PA","Site"
"0X4493","Country","US","Site"
"0X4493","site_active_dt","2012-03-01","Site"
"0X7269","studyid","AA-AA-000-0000","Site"
"0X7269","invid","0X7269","Site"
"0X7269","InvestigatorFirstName","John","Site"
"0X7269","InvestigatorLastName","Doe","Site"
"0X7269","site_status","Active","Site"
"0X7269","City","Kumamoto","Site"
"0X7269","State","Kumamoto Prefecture","Site"
"0X7269","Country","Japan","Site"
"0X7269","site_active_dt","2012-03-01","Site"
"0X8513","studyid","AA-AA-000-0000","Site"
"0X8513","invid","0X8513","Site"
"0X8513","InvestigatorFirstName","Fred","Site"
"0X8513","InvestigatorLastName","Smith","Site"
"0X8513","site_status","Active","Site"
"0X8513","City","Newtown Square","Site"
"0X8513","State","PA","Site"
"0X8513","Country","US","Site"
"0X8513","site_active_dt","2012-03-01","Site"
"0X2005","studyid","AA-AA-000-0000","Site"
"0X2005","invid","0X2005","Site"
"0X2005","InvestigatorFirstName","Joanne","Site"
"0X2005","InvestigatorLastName","Deer","Site"
"0X2005","site_status","Active","Site"
"0X2005","City","Tokyo","Site"
"0X2005","State","Kanto","Site"
"0X2005","Country","Japan","Site"
"0X2005","site_active_dt","2012-03-01","Site"
"0X5899","studyid","AA-AA-000-0000","Site"
"0X5899","invid","0X5899","Site"
"0X5899","InvestigatorFirstName","Joanne","Site"
"0X5899","InvestigatorLastName","Doe","Site"
"0X5899","site_status","Active","Site"
"0X5899","City","Foster City","Site"
"0X5899","State","CA","Site"
"0X5899","Country","US","Site"
"0X5899","site_active_dt","2012-03-01","Site"
"0X1856","studyid","AA-AA-000-0000","Site"
"0X1856","invid","0X1856","Site"
"0X1856","InvestigatorFirstName","Fred","Site"
"0X1856","InvestigatorLastName","Smith","Site"
"0X1856","site_status","Active","Site"
"0X1856","City","Kumamoto","Site"
"0X1856","State","Kumamoto Prefecture","Site"
"0X1856","Country","Japan","Site"
"0X1856","site_active_dt","2012-03-01","Site"
"0X5606","studyid","AA-AA-000-0000","Site"
"0X5606","invid","0X5606","Site"
"0X5606","InvestigatorFirstName","John","Site"
"0X5606","InvestigatorLastName","Doe","Site"
"0X5606","site_status","Active","Site"
"0X5606","City","Kumamoto","Site"
"0X5606","State","Kumamoto Prefecture","Site"
"0X5606","Country","Japan","Site"
"0X5606","site_active_dt","2012-03-01","Site"
"0X2161","studyid","AA-AA-000-0000","Site"
"0X2161","invid","0X2161","Site"
"0X2161","InvestigatorFirstName","Joanne","Site"
"0X2161","InvestigatorLastName","Deer","Site"
"0X2161","site_status","Active","Site"
"0X2161","City","Tokyo","Site"
"0X2161","State","Kanto","Site"
"0X2161","Country","Japan","Site"
"0X2161","site_active_dt","2012-03-01","Site"
"0X6783","studyid","AA-AA-000-0000","Site"
"0X6783","invid","0X6783","Site"
"0X6783","InvestigatorFirstName","John","Site"
"0X6783","InvestigatorLastName","Smith","Site"
"0X6783","site_status","Active","Site"
"0X6783","City","Newtown Square","Site"
"0X6783","State","PA","Site"
"0X6783","Country","US","Site"
"0X6783","site_active_dt","2012-03-01","Site"
"0X1881","studyid","AA-AA-000-0000","Site"
"0X1881","invid","0X1881","Site"
"0X1881","InvestigatorFirstName","Joanne","Site"
"0X1881","InvestigatorLastName","Doe","Site"
"0X1881","site_status","Active","Site"
"0X1881","City","London","Site"
"0X1881","State","Greater London","Site"
"0X1881","Country","UK","Site"
"0X1881","site_active_dt","2012-03-01","Site"
"0X5115","studyid","AA-AA-000-0000","Site"
"0X5115","invid","0X5115","Site"
"0X5115","InvestigatorFirstName","John","Site"
"0X5115","InvestigatorLastName","Deer","Site"
"0X5115","site_status","Active","Site"
"0X5115","City","Milton Keynes","Site"
"0X5115","State","Buckinghamshire","Site"
"0X5115","Country","UK","Site"
"0X5115","site_active_dt","2012-03-01","Site"
"0X6248","studyid","AA-AA-000-0000","Site"
"0X6248","invid","0X6248","Site"
"0X6248","InvestigatorFirstName","Fred","Site"
"0X6248","InvestigatorLastName","Smith","Site"
"0X6248","site_status","Active","Site"
"0X6248","City","Foster City","Site"
"0X6248","State","CA","Site"
"0X6248","Country","US","Site"
"0X6248","site_active_dt","2012-03-01","Site"
"0X7908","studyid","AA-AA-000-0000","Site"
"0X7908","invid","0X7908","Site"
"0X7908","InvestigatorFirstName","Joanne","Site"
"0X7908","InvestigatorLastName","Doe","Site"
"0X7908","site_status","Active","Site"
"0X7908","City","Newtown Square","Site"
"0X7908","State","PA","Site"
"0X7908","Country","US","Site"
"0X7908","site_active_dt","2012-03-01","Site"
"0X9569","studyid","AA-AA-000-0000","Site"
"0X9569","invid","0X9569","Site"
