"StudyID","SnapshotDate","GroupLevel","GroupID","MetricID","State","AssignedTo","RiskSignalID","RiskSignalURL","SignalDescription","RecommendedAction","ActionTaken","CTMSID","CreatedDate","ResolvedDate","ExtractionDate","RiskSignalDuplicateFlag","RelevantSnapshotDate","RelevantSnapshotFlag","RiskSignalAge","FunctionalArea","GroupLabel","MetricLabel","MetricAbbreviation","Country"
"AA-AA-000-0000",2025-03-01,"Site","0X2532","Analysis_kri0004","Open Action","Synthetic Monitor",900063,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900063","Synthetic risk signal for Analysis_kri0004 at 0X2532","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-02-01,FALSE,46,"Central Monitoring","Doe","Important Protocol Deviation Rate","IPD","US"
"AA-AA-000-0000",2025-03-01,"Site","0X2532","Analysis_kri0014","Closed Action","Synthetic Monitor",900064,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900064","Synthetic risk signal for Analysis_kri0014 at 0X2532","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Doe","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X2532","Analysis_kri0019","No Action",,900065,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900065","Synthetic risk signal for Analysis_kri0019 at 0X2532","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Doe","IP Non-Starter Rate","IPNS","US"
"AA-AA-000-0000",2025-03-01,"Site","0X3090","Analysis_kri0011","Closed Action","Synthetic Monitor",900066,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900066","Synthetic risk signal for Analysis_kri0011 at 0X3090","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Smith","Data Change Rate","CDAT","US"
"AA-AA-000-0000",2025-03-01,"Site","0X3090","Analysis_kri0014","Awaiting Triage",,900067,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900067","Synthetic risk signal for Analysis_kri0014 at 0X3090","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X3127","Analysis_kri0001","No Action",,900068,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900068","Synthetic risk signal for Analysis_kri0001 at 0X3127","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Doe","Adverse Event Rate","AE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X3203","Analysis_kri0014","No Action",,900069,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900069","Synthetic risk signal for Analysis_kri0014 at 0X3203","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Doe","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X3289","Analysis_kri0014","Closed Action","Synthetic Monitor",900070,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900070","Synthetic risk signal for Analysis_kri0014 at 0X3289","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Deer","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X3461","Analysis_kri0014","Open Action","Synthetic Monitor",900071,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900071","Synthetic risk signal for Analysis_kri0014 at 0X3461","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Deer","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X3676","Analysis_kri0001","No Action",,900072,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900072","Synthetic risk signal for Analysis_kri0001 at 0X3676","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Adverse Event Rate","AE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X3676","Analysis_kri0014","No Action",,900073,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900073","Synthetic risk signal for Analysis_kri0014 at 0X3676","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X3907","Analysis_kri0014","Open Action","Synthetic Monitor",900074,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900074","Synthetic risk signal for Analysis_kri0014 at 0X3907","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X3909","Analysis_kri0001","No Action",,900075,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900075","Synthetic risk signal for Analysis_kri0001 at 0X3909","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Adverse Event Rate","AE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X3909","Analysis_kri0014","Open Action","Synthetic Monitor",900076,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900076","Synthetic risk signal for Analysis_kri0014 at 0X3909","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-02-01,FALSE,46,"Central Monitoring","Smith","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X3989","Analysis_kri0001","No Action",,900077,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900077","Synthetic risk signal for Analysis_kri0001 at 0X3989","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Adverse Event Rate","AE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X3989","Analysis_kri0014","Open Action","Synthetic Monitor",900078,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900078","Synthetic risk signal for Analysis_kri0014 at 0X3989","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4110","Analysis_kri0001","No Action",,900079,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900079","Synthetic risk signal for Analysis_kri0001 at 0X4110","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Deer","Adverse Event Rate","AE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4167","Analysis_kri0004","Closed Action","Synthetic Monitor",900080,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900080","Synthetic risk signal for Analysis_kri0004 at 0X4167","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Important Protocol Deviation Rate","IPD","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X4264","Analysis_kri0014","Awaiting Triage",,900081,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900081","Synthetic risk signal for Analysis_kri0014 at 0X4264","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Deer","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4264","Analysis_kri0015","Open Action","Synthetic Monitor",900082,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900082","Synthetic risk signal for Analysis_kri0015 at 0X4264","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Deer","Premature Death Rate","DTH90","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4323","Analysis_kri0004","Awaiting Triage",,900083,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900083","Synthetic risk signal for Analysis_kri0004 at 0X4323","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Smith","Important Protocol Deviation Rate","IPD","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4323","Analysis_kri0014","Closed Action","Synthetic Monitor",900084,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900084","Synthetic risk signal for Analysis_kri0014 at 0X4323","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4485","Analysis_kri0001","Closed Action","Synthetic Monitor",900085,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900085","Synthetic risk signal for Analysis_kri0001 at 0X4485","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Doe","Adverse Event Rate","AE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4485","Analysis_kri0014","No Action",,900086,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900086","Synthetic risk signal for Analysis_kri0014 at 0X4485","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Doe","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4590","Analysis_kri0013","Closed Action","Synthetic Monitor",900087,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900087","Synthetic risk signal for Analysis_kri0013 at 0X4590","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","PK Collection Compliance Rate","PK","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4590","Analysis_kri0014","No Action",,900088,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900088","Synthetic risk signal for Analysis_kri0014 at 0X4590","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4874","Analysis_kri0014","Open Action","Synthetic Monitor",900089,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900089","Synthetic risk signal for Analysis_kri0014 at 0X4874","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Doe","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X4959","Analysis_kri0014","No Action",,900090,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900090","Synthetic risk signal for Analysis_kri0014 at 0X4959","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Doe","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X4959","Analysis_kri0015","No Action",,900091,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900091","Synthetic risk signal for Analysis_kri0015 at 0X4959","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Doe","Premature Death Rate","DTH90","US"
"AA-AA-000-0000",2025-03-01,"Site","0X5033","Analysis_kri0014","Open Action","Synthetic Monitor",900092,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900092","Synthetic risk signal for Analysis_kri0014 at 0X5033","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X5384","Analysis_kri0014","Awaiting Triage",,900093,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900093","Synthetic risk signal for Analysis_kri0014 at 0X5384","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X5895","Analysis_kri0003","Awaiting Triage",,900094,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900094","Synthetic risk signal for Analysis_kri0003 at 0X5895","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Deer","Non-Important Protocol Deviation Rate","PD","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X5895","Analysis_kri0014","Closed Action","Synthetic Monitor",900095,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900095","Synthetic risk signal for Analysis_kri0014 at 0X5895","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Deer","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X6040","Analysis_kri0014","Closed Action","Synthetic Monitor",900096,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900096","Synthetic risk signal for Analysis_kri0014 at 0X6040","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Smith","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X6254","Analysis_kri0014","Open Action","Synthetic Monitor",900097,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900097","Synthetic risk signal for Analysis_kri0014 at 0X6254","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Doe","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X6405","Analysis_kri0014","Closed Action","Synthetic Monitor",900098,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900098","Synthetic risk signal for Analysis_kri0014 at 0X6405","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Doe","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X6405","Analysis_kri0019","Closed Action","Synthetic Monitor",900099,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900099","Synthetic risk signal for Analysis_kri0019 at 0X6405","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Doe","IP Non-Starter Rate","IPNS","US"
"AA-AA-000-0000",2025-03-01,"Site","0X6603","Analysis_kri0014","No Action",,900100,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900100","Synthetic risk signal for Analysis_kri0014 at 0X6603","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X6900","Analysis_kri0014","Open Action","Synthetic Monitor",900101,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900101","Synthetic risk signal for Analysis_kri0014 at 0X6900","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-02-01,FALSE,46,"Central Monitoring","Deer","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X6927","Analysis_kri0014","Open Action","Synthetic Monitor",900102,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900102","Synthetic risk signal for Analysis_kri0014 at 0X6927","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X7011","Analysis_kri0014","Awaiting Triage",,900103,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900103","Synthetic risk signal for Analysis_kri0014 at 0X7011","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Deer","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X759","Analysis_kri0001","Closed Action","Synthetic Monitor",900104,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900104","Synthetic risk signal for Analysis_kri0001 at 0X759","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Smith","Adverse Event Rate","AE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X759","Analysis_kri0002","Awaiting Triage",,900105,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900105","Synthetic risk signal for Analysis_kri0002 at 0X759","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Smith","Serious Adverse Event Rate","SAE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X759","Analysis_kri0014","No Action",,900106,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900106","Synthetic risk signal for Analysis_kri0014 at 0X759","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X7592","Analysis_kri0012","Closed Action","Synthetic Monitor",900107,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900107","Synthetic risk signal for Analysis_kri0012 at 0X7592","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Doe","Screen Failure Rate","SF","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X7809","Analysis_kri0011","No Action",,900108,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900108","Synthetic risk signal for Analysis_kri0011 at 0X7809","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Deer","Data Change Rate","CDAT","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X7809","Analysis_kri0014","No Action",,900109,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900109","Synthetic risk signal for Analysis_kri0014 at 0X7809","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Deer","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X7983","Analysis_kri0011","Awaiting Triage",,900110,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900110","Synthetic risk signal for Analysis_kri0011 at 0X7983","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Smith","Data Change Rate","CDAT","US"
"AA-AA-000-0000",2025-03-01,"Site","0X7983","Analysis_kri0014","Closed Action","Synthetic Monitor",900111,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900111","Synthetic risk signal for Analysis_kri0014 at 0X7983","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Smith","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X8091","Analysis_kri0014","Closed Action","Synthetic Monitor",900112,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900112","Synthetic risk signal for Analysis_kri0014 at 0X8091","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X8351","Analysis_kri0002","Open Action","Synthetic Monitor",900113,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900113","Synthetic risk signal for Analysis_kri0002 at 0X8351","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Deer","Serious Adverse Event Rate","SAE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X8351","Analysis_kri0014","No Action",,900114,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900114","Synthetic risk signal for Analysis_kri0014 at 0X8351","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Deer","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X8354","Analysis_kri0001","No Action",,900115,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900115","Synthetic risk signal for Analysis_kri0001 at 0X8354","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Deer","Adverse Event Rate","AE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8354","Analysis_kri0005","Open Action","Synthetic Monitor",900116,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900116","Synthetic risk signal for Analysis_kri0005 at 0X8354","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Deer","Grade 3+ Lab Abnormality Rate","LB","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8354","Analysis_kri0012","Open Action","Synthetic Monitor",900117,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900117","Synthetic risk signal for Analysis_kri0012 at 0X8354","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-02-01,FALSE,46,"Central Monitoring","Deer","Screen Failure Rate","SF","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8354","Analysis_kri0014","Awaiting Triage",,900118,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900118","Synthetic risk signal for Analysis_kri0014 at 0X8354","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Deer","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8517","Analysis_kri0014","Awaiting Triage",,900119,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900119","Synthetic risk signal for Analysis_kri0014 at 0X8517","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-04-01,FALSE,46,"Central Monitoring","Smith","Ineligibility","IE","UK"
"AA-AA-000-0000",2025-03-01,"Site","0X8625","Analysis_kri0014","Closed Action","Synthetic Monitor",900120,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900120","Synthetic risk signal for Analysis_kri0014 at 0X8625","Review the synthetic risk signal.","Synthetic action completed.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-04-01,FALSE,8,"Central Monitoring","Deer","Ineligibility","IE","US"
"AA-AA-000-0000",2025-03-01,"Site","0X8633","Analysis_kri0014","No Action",,900121,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900121","Synthetic risk signal for Analysis_kri0014 at 0X8633","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Smith","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8640","Analysis_kri0001","No Action",,900122,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900122","Synthetic risk signal for Analysis_kri0001 at 0X8640","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Doe","Adverse Event Rate","AE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8723","Analysis_kri0014","Open Action","Synthetic Monitor",900123,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900123","Synthetic risk signal for Analysis_kri0014 at 0X8723","Review the synthetic risk signal.",,,2025-03-02,,2025-04-15,FALSE,2025-03-01,TRUE,46,"Central Monitoring","Deer","Ineligibility","IE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8764","Analysis_kri0002","No Action",,900124,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900124","Synthetic risk signal for Analysis_kri0002 at 0X8764","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-02-01,FALSE,8,"Central Monitoring","Smith","Serious Adverse Event Rate","SAE","Japan"
"AA-AA-000-0000",2025-03-01,"Site","0X8764","Analysis_kri0003","No Action",,900125,"https://dev.azure.com/Gilead-RND-CDS-RBQM/AA-AA-000-0000/_workitems/edit/900125","Synthetic risk signal for Analysis_kri0003 at 0X8764","Review the synthetic risk signal.","Synthetic triage found no action required.",,2025-03-02,2025-03-08,2025-04-15,FALSE,2025-03-01,TRUE,8,"Central Monitoring","Smith","Non-Important Protocol Deviation Rate","PD","Japan"
